Singer ID,Singer name,Singer score,Song name,lyrics,Song score
2,Ariana Grande,0.3020494196292127,Emotions," You've got me feeling emotions. And higher, higher, higher. I feel good, I feel nice. I've never fe...",0.01638065522620905
2,Ariana Grande,0.3020494196292127,Do You Love Me, Do you love me?. (Do you love me?). Do you love me?. (Do you love me?). Do you love me?. (Do you lo...,0.012274549098196393
2,Ariana Grande,0.3020494196292127,Chestnuts, Ariana:.  Chestnuts roasting at an open fire.  Jack Frost nipping at your nose. Liz:.  Yuletide car...,0.008798882681564245
2,Ariana Grande,0.3020494196292127,Knew Better / Forever Boy," Say you could turn me on. Boy, but that's about it. You can say what you wanna. But I wouldn't beli...",0.009866553094832482
2,Ariana Grande,0.3020494196292127,Touch It, How do I make the phone ring?. Why do I even care?. How are you all around me when you're not reall...,0.002939672801635992
2,Ariana Grande,0.3020494196292127,Boyfriend Material, Now I've been lookin for someone. Tryna find the right boy to wear on my arm. I must admit it. You ...,0.006368483412322275
2,Ariana Grande,0.3020494196292127,Focus," Hey.... I know what I came to do, and that ain't gonna change,. So go ahead and talk your talk, 'ca...",0.0060961968680089485
2,Ariana Grande,0.3020494196292127,Step on Up," Hey (Oh) (Yeah babe). Thinking Bout You. Oh yeah.... I've been thinking 'bout you. Yeah, I been mis...",0.005798969072164949
2,Ariana Grande,0.3020494196292127,Bad Decisions," Oh, yeah... hey.... Boy, you know that you drive me crazy, but it's one of the things I like,. 'Cau...",0.013123111782477341
2,Ariana Grande,0.3020494196292127,Let Me Love You, I just broke up with my ex. Now I'm out here single. I don't really know what's next. But I ain't e...,0.006753142551484354
2,Ariana Grande,0.3020494196292127,Sometimes," La, la-la, la-la, la, la, la-la-la-la, la-la-la.... La, la-la, la-la, la, la, la-la-la-la, la-la-la...",-0.0009562260943476413
2,Ariana Grande,0.3020494196292127,I Don't Care, Used to cry 'bout some crazy shit before;. I used to feel so obligated to be so much more.... I use...,0.0005572065378900445
2,Ariana Grande,0.3020494196292127,Be Alright, Midnight shadows . Where finding love is a battle. But daylight is so close. So don't you worry 'bo...,0.010407905803195963
2,Ariana Grande,0.3020494196292127,Leave Me Lonely," Dangerous love. Side to Side. I've been here all night, Ariana. I've been here all day, Nicki Minaj...",0.004416043225270158
2,Ariana Grande,0.3020494196292127,Into You, I'm so into you. I can barely breathe. And all I wanna do. Is to fall in deep. But close ain't clos...,-0.005
2,Ariana Grande,0.3020494196292127,Dangerous Woman," Don't need permission. Made my decision to test my limits. 'Cause it's my business, God as my witne...",0.002740205223880597
2,Ariana Grande,0.3020494196292127,Not Just On Christmas," I'll love you 'til I die, boy, every day of my life;. I celebrate you, baby, I adore you, not just ...",0.005165289256198347
2,Ariana Grande,0.3020494196292127,Wit It This Christmas," Come and kiss me, baby - we don't need no mistletoe, mm;. We don't need no fireplace - boy, I'll ke...",0.008462282398452611
2,Ariana Grande,0.3020494196292127,Intro (Christmas & Chill)," Welcome to this Christmas;. Only comes one time a year, don't miss this.... I just wanna welcome yo...",0.00616591928251121
2,Ariana Grande,0.3020494196292127,True Love," On the first day of Christmas. When you gave me all them kisses. Boy, you showed me things. Come ho...",0.016874541452677916
2,Ariana Grande,0.3020494196292127,Cadillac Song," Ridin' round in my Cadillac, thinkin' 'bout the day that I first saw you;. Nothin' compares to what...",9.92063492063492e-05
2,Ariana Grande,0.3020494196292127,Winter Things," It ain't even cold outside, not where I'm from;. Feeling like it's mid-July under the sun.... My ja...",-0.0015038924274593064
2,Ariana Grande,0.3020494196292127,Too Close," (I want to...) Ah, ah, ah.... (I want to...) Ah, ah, ah.... You know what I want, I know what you d...",0.004587845968712394
2,Ariana Grande,0.3020494196292127,Moonlight, The sun is setting. And you're right here by my side. And the movie is playing. But we won't be wat...,0.001953125
2,Ariana Grande,0.3020494196292127,December," When December comes, I bet you want to. Wrap me all up and take me home with you.... See what I loo...",0.013644366197183098
2,Ariana Grande,0.3020494196292127,You Don't Know Me," (Whoa, whoa). (H-h-here we go). Center of attention once again. Hands On Me. Keep your hands on me....",-0.0014565126924677486
2,Ariana Grande,0.3020494196292127,Just A Little Bit Of Your Heart," I don't ever ask you where you've been,. And I don't feel the need to know who you're with.... I ca...",0.007425742574257425
2,Ariana Grande,0.3020494196292127,Only 1," (I want you, I want you, I want you, I want you). (Let me introduce myself, let me introduce myself...",0.0062744458930899605
2,Ariana Grande,0.3020494196292127,My Everything," I cried enough tears to see my own reflection in them,. And then it was clear - I can't deny, I rea...",0.002957931638913234
2,Ariana Grande,0.3020494196292127,Break Your Heart Right Back," I should've saw it coming, I should've saw the signs,. But I wanted to believe you, trust you - you...",0.007930513595166163
2,Ariana Grande,0.3020494196292127,Best Mistake," How soon do we forget how we felt?. Dealing with emotions, that never left,. Playing with the hand ...",0.004138005159071367
2,Ariana Grande,0.3020494196292127,Be My Baby," If you know how to be my lover, maybe you can be my baby;. Hold me close under the cover, kiss me, ...",0.0028768699654775605
2,Ariana Grande,0.3020494196292127,Break Free," If you want it, take it. I should've said it before. Tried to hide it, fake it. I can't pretend any...",0.001304631441617743
2,Ariana Grande,0.3020494196292127,One Last Time," I was a liar, I gave into the fire;. I know I should've fought it - at least I'm being honest.... F...",0.009244585314315901
2,Ariana Grande,0.3020494196292127,Problem," Uh huh. It's Iggy Iggz!. I got one more problem with you, girl. Aye!. Hey baby, even though I hate ...",-0.008162411050648808
2,Ariana Grande,0.3020494196292127,Intro," I'll give you all I have,. And nothing less, I promise.... Love me and don't look back;. I want you...",0.003605769230769231
2,Ariana Grande,0.3020494196292127,Santa Baby," Santa baby, slip a sable under the tree for me. I been an awful good girl. Santa baby, so hurry dow...",0.004860418743768694
2,Ariana Grande,0.3020494196292127,Why Try," I've been living with devils and angels, angels, angels,. Realised you were not in the same boat, s...",0.0018361581920903955
2,Ariana Grande,0.3020494196292127,Snow In California, Dear Santa. It's me Ariana. I know it's been awhile but I really need. Your help this year. Let me ...,0.0123156836461126
2,Ariana Grande,0.3020494196292127,Love Is Everything," It's time for us to all give something,. All around the world this time of year,. As a matter of fa...",0.01579563182527301
2,Ariana Grande,0.3020494196292127,Last Christmas, I hate that I remember. I wish I could forget. What you did last December . You left my heart a mes...,0.0007721345229924502
2,Ariana Grande,0.3020494196292127,The Way," What we gotta do right here is go back, back to the top.. I love the way you make me feel;. I love ...",0.006554798112218143
2,Ariana Grande,0.3020494196292127,Daydreamin'," You walked in, caught my attention;. I've never seen a man with so much dimension.... It's the way ...",0.0019413287316652286
2,Ariana Grande,0.3020494196292127,You'll Never Know, Now you finally tell me how you feel;. Guess your words just came a little too late.... Lovin' It. ...,0.0097923801369863
2,Ariana Grande,0.3020494196292127,Piano, I could write a song with my new piano;. I could sing about how love is a losing battle.... Not har...,-0.013247539742619227
2,Ariana Grande,0.3020494196292127,Baby I," Baby, I got love for thee so deep inside of me, I don't know where to start;. (Yeah, yeah, yeah, ye...",0.002207505518763797
2,Ariana Grande,0.3020494196292127,Tattooed Heart," (Sha-la-la-la-la-la-la...). You don't need a lot of money, and you don't have to play no games;. Al...",-0.00033392698130008905
2,Ariana Grande,0.3020494196292127,Right There," (If you wanna party, if you, if you wanna party,). Then put your hands up... (Then put your hands u...",0.0034989023051591656
2,Ariana Grande,0.3020494196292127,Honeymoon Avenue," I looked in my rearview mirror, (ahhh) and it seemed to make a lot more sense. Than what I see ahea...",0.004655393835616439
3,Beyonce,0.6478138870386475,Why Me Lord," Why Me Lord, What have I ever done. To deserve even one Of the Pleasures I've known. Tell me Lord, ...",0.013254786450662739
3,Beyonce,0.6478138870386475,Work It Out Sax IntroWork It Out," How ya doin', honey, baby?. I know I don't ask for much. But for a girl spendin' time alone. Can be...",0.009199766355140186
3,Beyonce,0.6478138870386475,What's Good With You, [ verse 1 ]. Babe. Got to know one thing before you ask my name. Be straight up and tell me whats y...,0.010619100499722376
3,Beyonce,0.6478138870386475,What Is It Gonna Be," Hey, you, what's the deal? It's popping up in here. Wanna have a good time; just tryna chill. When ...",0.005636325326590814
3,Beyonce,0.6478138870386475,Turnt," People think I'm crazy. But I love you 'cause you crazy too. (Radio Killa!). Red light special, und...",0.002389259708737864
3,Beyonce,0.6478138870386475,Trust In Me," Trust in me in all you do, have the faith I have in you. Love will see us through if only you trust...",0.0023097826086956523
3,Beyonce,0.6478138870386475,The Star Spangled Banner," O say, can you see. By the dawn's early light. What so proudly we hail'd. At the twilight's. last g...",0.00028735632183908046
3,Beyonce,0.6478138870386475,That's Why You're BeautifulBeautiful Ones, Diamonds used to be coal. Look young 'cause they got soul. And that's why you're beautiful. And my ...,0.010416666666666666
3,Beyonce,0.6478138870386475,Survivor, Now I let you out of my life. I'm so much better. You thought that I'd be weak without you. But I'm...,-0.003048780487804878
3,Beyonce,0.6478138870386475,Summertime (Remix)," (Ghostface Killah - talking). Yeah .. uh huh. What up girl, yeah. I hear all that. That's real nice...",0.007681297709923664
3,Beyonce,0.6478138870386475,The First Day, Remember the first day when I saw your face . remember the first day you smiled at me . you stepped...,0.01278162911611785
3,Beyonce,0.6478138870386475,That's How I Like It," [Chorus]. That's how you like it, huh?. That's how you like it, huh?. That's how you like it, huh?....",0.004941355343179844
3,Beyonce,0.6478138870386475,Sweet DreamsDangerously In LoveSweet Love, Every night I rush to my bed. With hopes that maybe I'll get a chance to see you. When I close my e...,0.00808526277104006
3,Beyonce,0.6478138870386475,Sexy Lil Thug," [Intro 1: 50 Cent]. (*Get Rich Or Die Tryin' intro*). Hahaha. Break it down. Go, go, go, go, go, go...",0.0037641154328732747
3,Beyonce,0.6478138870386475,Single Ladies Contest, At last my love has come along. My lonely days are over. And life is like a song. Oh yeah yeah. At ...,0.0014076576576576576
3,Beyonce,0.6478138870386475,Settle 4 U, I always loved you. Even though. Did me wrong. I always stayed. By your side. I guess. I was your f...,0.002557829181494662
3,Beyonce,0.6478138870386475,Scene Two: Halo," Remember those walls I built. Well, baby, they're tumbling down. And they didn't even put up a figh...",0.003664269911504425
3,Beyonce,0.6478138870386475,Scene Three: Irreplaceable," To the left, to the left. To the left, to the left. Mmm, to the left, to the left. Everything you o...",0.001187392055267703
3,Beyonce,0.6478138870386475,Scene Four: Single Ladies (Put a Ring on It), All the single ladies. (All the single ladies). All the single ladies. (All the single ladies). All...,0.004427083333333333
3,Beyonce,0.6478138870386475,Scene Six: Scared of Lonely, I'm in this fight and I'm swinging and my arms are getting tired. I'm trying to beat this emptiness...,0.002055921052631579
3,Beyonce,0.6478138870386475,Scene Nine: Resentment, I wish I could believe you; then I'll be all right. But now everything you told me really don't app...,0.004855072463768116
3,Beyonce,0.6478138870386475,Stop Sign, I like to feel so high and. You feel good feeling low. I like my colours vivid. And you paint your ...,-0.00032216494845360824
3,Beyonce,0.6478138870386475,Scene Five: If I Were A Boy: If I Were A Boy/California Love/You Oughta, If I were a boy. Even just for a day. I'd roll out of bed in the morning. And throw on what I wante...,0.006621841890790546
3,Beyonce,0.6478138870386475,Rise Up, Ring the Alarm ilhouse Confessions) (Blu-Ray). Ring the alarm. I been through this too long. But I'...,-0.000450671910848902
3,Beyonce,0.6478138870386475,Part II (On the Run) (Solo Version)," Who wants that perfect love story anyway, anyway?. Roc. Oh oh oh.... If I wrote a book about where ...",0.008437231298366293
3,Beyonce,0.6478138870386475,Robot, She was lost in so many different ways. Out in the darkness with no guide. I know the cost of a los...,0.005754475703324808
3,Beyonce,0.6478138870386475,Oye," Oye, lo que tengo que decir. Love in This Club II. Gotta do it for the ladies. And I gotta keep it ...",0.009493141518902643
3,Beyonce,0.6478138870386475,New Shoes, Hey honey. Cat got your tongue. Don't look so funny. This took comedian. Joke's on you. And you're ...,-0.000722543352601156
3,Beyonce,0.6478138870386475,Naughty Girl Fanfare) Fanfare) (Blu-Ray)," I love to love you, baby. I love to love you, baby. I'm feeling sexy. I want to hear you say my nam...",0.011925411968777104
3,Beyonce,0.6478138870386475,Naughty Girl (Remix)," [Lil' Flip talking]. Ladies and gentlemen!. This is the remix, Houston's finest. Lil' Flip, Beyonce...",0.007943713118474808
3,Beyonce,0.6478138870386475,Learn To Be Lonely, Child of the wilderness . Born into emptiness . Learn to be lonely . Learn to find your way in dark...,-0.0019097222222222222
3,Beyonce,0.6478138870386475,Me Myself I (Remix)," Ahh, ahh, ahh all the ladies if you feel me, help me sing it now. (Uh-huh... Toney Starks... Yo, ba...",0.0036026402640264026
3,Beyonce,0.6478138870386475,Lost Yo Mind, OMG! You done lost yo motherfucking mind!. You must have lost yo mind!. You must've just lost yo mi...,0.011311607864260706
3,Beyonce,0.6478138870386475,Just Stand Up, Kick Him Out (Next Ex). Ooohhh. I know that you. Treat me right. But still I think I gotta. Make u ...,0.006335797254487857
3,Beyonce,0.6478138870386475,Jail," (Beyonce). I live my life to the fullest . Party every chance I get . Friday nights, ""The Spot"" is ...",0.0034960422163588393
3,Beyonce,0.6478138870386475,Irreplaceable (Remix), (feat. Trina). (Beyonce:). You must not kno bout me . You must not kno bout me . (Trina:). Ughh tax...,-0.0007253384912959381
3,Beyonce,0.6478138870386475,Irreemplazable (Nortena Remix)," Irreemplazable. Ya lo ves, ya lo ves. Imprescindible. Ya lo ves, ya lo ves. I'm Alone Now. It reall...",0.00390625
3,Beyonce,0.6478138870386475,I Cant Take No More," It's really been weighing on me. Tell me, what did I do?. To have y'all hating on me. When I don't ...",0.004296368352788587
3,Beyonce,0.6478138870386475,If I Were A Girl (If I Were A Boy Remix), (feat. Lee Carr). If I were a boy. Even just for a day. I'd roll oudda bed in the mornin'. And thro...,0.00776923076923077
3,Beyonce,0.6478138870386475,I-M Leaving," [Chorus]. When I first met you, you told me exactly how it would be. You had a lady and couldn't sp...",0.0028617216117216115
3,Beyonce,0.6478138870386475,Idiot Boyfriend," Ooooooo . Ahhhhhh . I know what you want, and I know what you need . But I'm gon' screw it up, yeah...",0.004500818330605565
3,Beyonce,0.6478138870386475,Hello Introduction," I love to see you walk into the room. Body shining lightin' up the place. And when you talk, everyb...",0.0043648404575556896
3,Beyonce,0.6478138870386475,I Wanna Be Where You AreWelcome To Hollywood, Can it be I stayed away too long. Or did I lose your mind when I was gone. It's not my thing trying...,-0.004610655737704918
3,Beyonce,0.6478138870386475,He Still Loves Me, Took me a while . But I'm finally here . So I just wanna testify . Make it crystal clear . See I've...,0.008741258741258742
3,Beyonce,0.6478138870386475,If I Were A BoyCalifornia LoveYou Oughta Know, If I were a boy even just for one day. I'd roll out of bed in the morning. And throw on what I want...,0.004066780821917808
3,Beyonce,0.6478138870386475,God Bless The USA, If tomorrow all the things were gone. I'd worked for all my life. And I had to start again. With ju...,0.006740196078431373
3,Beyonce,0.6478138870386475,Hill And Caela Talk," Mekhi:. Yo, we grew up together, we cut school together. When we have kids, go through terrible two...",0.0014492753623188406
3,Beyonce,0.6478138870386475,Green Light (Remix), (feat. Young Buck). (Beyonce:). Give it to mama . Give it give it . Give it to mama mama (oh) . Giv...,0.002883085896076352
3,Beyonce,0.6478138870386475,Forever To Bleed," You're all alone and I did this - I got no one else to blame;. You didn't know I was a risk, and it...",0.0011173184357541898
3,Beyonce,0.6478138870386475,If Looks Could Kill (You Would Be Dead), [Beyonce]. Sweetness flowing like a faucet . Body bangin' no corset . Brothas wanna toss it . But t...,0.0005371209480655281
3,Beyonce,0.6478138870386475,Back To Black, I left no time to regret. Kept my dick wet with his same old bet. You and your head high. And your ...,0.002526954177897574
3,Beyonce,0.6478138870386475,Die With You, I don't have a reason to cry. And I have every reason to smile. I don't have a reason to lie. When ...,0.005528586839266451
3,Beyonce,0.6478138870386475,Can't Help Myself, Can't Help Myself. -T-Boz-. Never lost that feeling. Once i got that feeling for you. I knew .. tha...,0.005712279805973959
3,Beyonce,0.6478138870386475,Beautiful Nightmare, Every night I rush to my bed. with hopes that maybe I'll get a chance to see you. when i close my e...,0.004523682810005322
3,Beyonce,0.6478138870386475,Bello Embustero," Ay, Ay, Ay. Control. I gotta give up to quiet the storm that rages inside.... The way that I hit my...",0.0003419972640218878
3,Beyonce,0.6478138870386475,Angel," This is for my fans (Uh-Huh, Uh-Huh). This is for my destiny (Uh-Huh, Uh-Huh). This is for my fans ...",0.006689401888772298
3,Beyonce,0.6478138870386475,Family (End Title)," It's more than you, it is more than me. No matter what we are, we are a family. This dream is for a...",0.0
3,Beyonce,0.6478138870386475,We Will Rock You, We will we will rock you. We will we will rock you. Buddy your a boy make a big noise playin in the...,0.004895960832313341
3,Beyonce,0.6478138870386475,Formation," What happened after New Orleans?. Bitch, I'm back by popular demand. Y'all haters corny with that I...",-0.01162280701754386
3,Beyonce,0.6478138870386475,All Night, I found the truth beneath your lies. And true love never has to hide. (True love never has to hide)...,0.007958801498127341
3,Beyonce,0.6478138870386475,Freedom," Tryna rain, tryna rain on the thunder. Tell the storm I'm new. I'm a wall, come and march on the re...",0.0018145997511406055
3,Beyonce,0.6478138870386475,Forward," Forward. Best foot first just in case. When we made our way till now. It's time to listen, it's tim...",0.00872093023255814
3,Beyonce,0.6478138870386475,Sorry," Sorry, I ain't sorry. Sorry, I ain't sorry. I ain't sorry, nigga, nah. Sorry, I ain't sorry. Sorry,...",-0.003694282945736434
3,Beyonce,0.6478138870386475,6 Inch," Six inch heels, she walked in the club like nobody's business. Goddamn, she murdered everybody and ...",-0.0005374032674118659
3,Beyonce,0.6478138870386475,Love Drought," Ten times out of nine, I know you're lying. But nine times outta ten, I know you're trying. So I'm ...",0.0028787878787878787
3,Beyonce,0.6478138870386475,Sandcastles, We built sandcastles that washed away. I made you cry when I walked away. And although I promised t...,-0.002943213296398892
3,Beyonce,0.6478138870386475,Daddy Lessons," Yee-haw. Texas, Texas, Texas. Came into this world. Daddy's little girl. And daddy made a soldier o...",0.0024396507447354905
3,Beyonce,0.6478138870386475,Hold Up," Hold up, they don't love you like I love you. Slow down, they don't love you like I love you. Back ...",0.010441325667906662
3,Beyonce,0.6478138870386475,Pray You Catch Me, You can taste the dishonesty. It's all over your breath as you pass it off so cavalier. But even th...,-0.010556915544675643
3,Beyonce,0.6478138870386475,7/11," Shoulders sideways, smack it, smack it in the air. Legs moving side to side, smack it in the air. L...",0.0006727664155005383
3,Beyonce,0.6478138870386475,Heaven," I fought for you. The hardest, it made me the strongest. So tell me your secrets. I just can't stan...",-0.0009202453987730061
3,Beyonce,0.6478138870386475,Grown Woman," I remember being young and so brave, I knew what I needed. I was spending all my nights and days la...",-4.277891854893908e-05
3,Beyonce,0.6478138870386475,Blue," Sometimes, these walls seem to cave in on me,. But when I look in your eyes, I feel alive.... Some ...",0.006701414743112435
3,Beyonce,0.6478138870386475,Superpower, When the palm of my two hands hold each other. That feels different. From when your hands are in mi...,0.009188034188034188
3,Beyonce,0.6478138870386475,XO, Your love is bright as ever. Even in the shadows. Baby kiss me. Before they turn the lights out. Yo...,-0.002221940071102082
3,Beyonce,0.6478138870386475,Mine, I've been watching for the signs. Took a trip to clear my mind. Now I'm even more lost. And you're ...,0.006259342301943199
